Year,Month,Region,Model,Estimated_Deliveries,Production_Units,Avg_Price_USD,Battery_Capacity_kWh,Range_km,CO2_Saved_tons,Source_Type,Charging_Stations,Revenue_Million_USD
2016,9,Europe,Model Y,13362,13563,66791.19,75,417,835.79,Interpolated (Month),7175,892.4638808
2017,6,Middle East,Model 3,9731,10800,92471.22,82,478,697.71,Official (Quarter),3973,899.8374418
2022,7,Middle East,Model Y,8274,8688,57515.28,60,334,414.53,Estimated (Region),3401,475.8814267
2015,12,Europe,Model 3,10531,11077,93464.09,60,331,522.86,Official (Quarter),13458,984.2703318
2015,12,Asia,Model 3,12833,14663,60574.05,82,468,900.88,Official (Quarter),14323,777.3467837
2021,2,Middle East,Model X,4938,5121,102386.27,60,337,249.62,Estimated (Region),13580,505.5834013
2016,12,Middle East,Cybertruck,1761,1942,100589.49,82,479,126.53,Interpolated (Month),4613,177.1380919
2015,6,Asia,Model 3,6240,6864,62062.39,120,671,628.06,Estimated (Region),3490,387.2693136
2015,3,Asia,Model 3,25410,28802,73659.66,60,341,1299.72,Official (Quarter),4127,1871.691961
2020,8,Middle East,Cybertruck,9384,10068,101697.73,100,593,834.71,Interpolated (Month),10515,954.3314983
2023,3,North America,Model X,13516,15356,66498.1,75,446,904.22,Interpolated (Month),6713,898.7883196
2018,1,Europe,Model X,10309,11575,118849.7,120,675,1043.79,Official (Quarter),14636,1225.221557
2019,9,Europe,Model X,6790,7203,114860.98,120,702,714.99,Official (Quarter),8027,779.9060542
2025,4,Europe,Model S,13977,14330,100949.91,82,458,960.22,Estimated (Region),9137,1410.976892
2025,8,North America,Cybertruck,8051,8372,74141.16,100,582,702.85,Interpolated (Month),13593,596.9104792
2018,10,Europe,Model X,8207,9267,110622.5,120,660,812.49,Estimated (Region),12336,907.8788575
2020,3,North America,Cybertruck,14135,15310,113114.19,75,447,947.75,Interpolated (Month),3109,1598.869076
2018,10,Asia,Model 3,15214,15983,107926.66,120,660,1506.19,Interpolated (Month),6693,1641.996205
2024,4,Middle East,Cybertruck,11345,11782,53652.95,100,550,935.96,Interpolated (Month),3265,608.6927178
2016,7,Europe,Model Y,12785,14297,86208.83,82,469,899.42,Estimated (Region),4769,1102.179892
2024,10,Europe,Model S,9425,10352,109844.8,82,461,651.74,Interpolated (Month),6926,1035.28724
2016,3,Middle East,Model 3,5024,5612,69236.42,60,354,266.77,Estimated (Region),8084,347.8437741
2022,5,Asia,Model X,6711,7424,75749.3,120,693,697.61,Official (Quarter),4199,508.3535523
2015,11,Asia,Model X,7548,8554,116895.6,82,486,550.25,Interpolated (Month),12714,882.3279888
2022,2,Middle East,Model 3,12532,13443,71390.35,60,345,648.53,Estimated (Region),7583,894.6638662
2020,8,North America,Model S,14895,15487,81404.28,100,576,1286.93,Official (Quarter),10963,1212.516751
2023,2,Asia,Model S,7884,8529,64980.5,82,470,555.82,Official (Quarter),6818,512.306262
2025,5,Europe,Cybertruck,6127,6482,113632.87,60,359,329.94,Estimated (Region),5083,696.2285945
2018,5,Europe,Cybertruck,12296,13590,88952.52,120,681,1256.04,Interpolated (Month),13936,1093.760186
2017,2,Europe,Model X,5444,5940,70671.1,82,456,372.37,Official (Quarter),10819,384.7334684
2018,5,Europe,Model X,11900,12449,92954.65,120,713,1272.7,Interpolated (Month),12719,1106.160335
2015,11,Middle East,Model Y,13281,14670,97609.85,82,476,948.26,Interpolated (Month),12032,1296.356418
2020,3,Middle East,Cybertruck,7976,9096,71584.65,120,712,851.84,Interpolated (Month),12169,570.9591684
2020,2,Middle East,Model X,12077,12821,65238.99,75,448,811.57,Interpolated (Month),4567,787.8912822
2020,8,Asia,Model 3,16161,17831,58897.18,100,567,1374.49,Official (Quarter),10109,951.837326
2025,12,Middle East,Cybertruck,11972,12429,106953.95,82,476,854.8,Interpolated (Month),13057,1280.452689
2020,3,Europe,Model X,6591,7080,56028.13,100,577,570.45,Official (Quarter),9033,369.2814048
2024,12,North America,Cybertruck,10873,12142,67409.5,120,700,1141.66,Estimated (Region),13826,732.9434935
2016,11,Asia,Model S,15062,16535,109192.31,60,350,790.75,Official (Quarter),8159,1644.654573
2024,9,Europe,Model 3,14493,16180,87455.16,100,589,1280.46,Official (Quarter),10149,1267.487634
2018,4,Middle East,Model Y,15674,17727,119689.82,100,579,1361.29,Estimated (Region),12749,1876.018239
2018,9,North America,Model 3,11480,12317,57630.95,75,421,724.96,Official (Quarter),6803,661.603306
2021,7,Asia,Model X,5107,5575,98722.2,120,680,520.91,Official (Quarter),4295,504.1742754
2020,11,Middle East,Cybertruck,10833,11738,67921.48,120,699,1135.84,Estimated (Region),4395,735.7933928
2017,1,Europe,Model 3,2425,2452,85043.7,100,589,214.25,Interpolated (Month),11485,206.2309725
2021,4,Asia,Model Y,1178,1245,59860.8,120,697,123.16,Estimated (Region),11746,70.5160224
2024,1,Asia,Model Y,7061,7806,68208.12,82,489,517.92,Estimated (Region),9361,481.6175353
2016,11,North America,Model Y,10587,10768,76868.72,75,429,681.27,Estimated (Region),7428,813.8091386
2017,6,Middle East,Cybertruck,12970,13984,54792.11,100,568,1105.04,Official (Quarter),14049,710.6536667
2016,5,North America,Cybertruck,16123,16490,54294.47,75,441,1066.54,Official (Quarter),8517,875.3897398
2018,6,North America,Model 3,10312,10533,60601.19,75,428,662.03,Estimated (Region),10148,624.9194713
2017,11,Middle East,Model S,11833,13467,52804.14,82,462,820.03,Estimated (Region),5490,624.8313886
2020,6,Asia,Model Y,5283,6019,76849.72,82,471,373.24,Estimated (Region),13754,405.9970708
2019,2,Europe,Model 3,8446,8703,103834.28,100,571,723.4,Estimated (Region),9784,876.9843289
2024,6,North America,Model Y,11466,12672,102943.23,60,353,607.12,Estimated (Region),8734,1180.347075
2019,10,Asia,Model 3,11179,12250,66497.78,75,439,736.14,Interpolated (Month),13484,743.3786826
2024,6,Asia,Model 3,6370,7253,107838.04,75,425,406.09,Interpolated (Month),6269,686.9283148
2016,1,Middle East,Cybertruck,11583,13270,62668.39,120,711,1235.33,Estimated (Region),8907,725.8879614
2015,5,Middle East,Model 3,14717,16896,60529.18,100,579,1278.17,Official (Quarter),7570,890.8079421
2016,1,Asia,Model 3,11696,12851,84873.7,100,577,1012.29,Interpolated (Month),11630,992.6827952
2023,10,North America,Cybertruck,11110,11165,56375.91,75,414,689.93,Official (Quarter),7016,626.3363601
2017,3,Europe,Model Y,9278,10038,80297.12,60,331,460.65,Interpolated (Month),4988,744.9966794
2020,11,Asia,Model X,4025,4178,107759.44,60,344,207.69,Estimated (Region),9520,433.731746
2017,9,Asia,Cybertruck,12488,13915,52725.66,120,710,1329.97,Official (Quarter),10434,658.4380421
2024,9,Middle East,Cybertruck,5699,5706,117904.02,100,571,488.12,Official (Quarter),14632,671.93501
2023,3,Europe,Model 3,7479,7943,66291.12,82,471,528.39,Official (Quarter),13469,495.7912865
2024,12,Asia,Cybertruck,6440,7318,95446.99,82,454,438.56,Official (Quarter),4624,614.6786156
2023,6,Europe,Cybertruck,14025,15507,56943.62,120,714,1502.08,Interpolated (Month),5580,798.6342705
2022,10,Europe,Model S,10973,11389,86218.09,75,413,679.78,Estimated (Region),6174,946.0711016
2019,4,Asia,Cybertruck,1912,1967,71662.87,82,490,140.53,Interpolated (Month),7933,137.0194074
2021,3,Europe,Model Y,9365,9687,86116.21,100,562,789.47,Estimated (Region),14286,806.4783067
2025,5,Middle East,Model S,12152,13861,50299.72,82,487,887.7,Official (Quarter),3797,611.2421974
2024,2,Middle East,Model 3,16451,18505,58505.78,82,484,1194.34,Interpolated (Month),8775,962.4785868
2017,6,North America,Model 3,6303,6678,68499.34,60,336,317.67,Interpolated (Month),8796,431.75134
2021,1,Middle East,Model S,8899,9334,93632.01,100,552,736.84,Official (Quarter),3286,833.231257
2017,7,Middle East,Model X,4965,5147,54041.25,82,467,347.8,Estimated (Region),5810,268.3148063
2018,4,Asia,Cybertruck,6334,6575,50902.82,100,577,548.21,Interpolated (Month),13213,322.4184619
2016,10,Middle East,Model S,7230,7892,69647.83,100,560,607.32,Official (Quarter),9198,503.5538109
2022,5,Europe,Cybertruck,12897,14591,106099.18,75,447,864.74,Estimated (Region),4181,1368.361124
2025,7,North America,Cybertruck,5648,6470,100906.96,60,340,288.05,Interpolated (Month),4114,569.9225101
2021,8,Asia,Model Y,5288,5423,65878.6,120,694,550.48,Official (Quarter),8081,348.3660368
2017,9,Asia,Model S,11877,11996,56644.26,75,449,799.92,Estimated (Region),6919,672.763876
2019,3,North America,Model 3,11351,12709,110505.64,60,343,584.01,Interpolated (Month),8701,1254.34952
2023,12,Asia,Model 3,9504,10285,58123.74,82,451,642.95,Estimated (Region),3613,552.408025
2016,9,Asia,Cybertruck,12055,13630,103624.53,100,589,1065.06,Official (Quarter),10979,1249.193709
2017,4,North America,Cybertruck,10057,10390,52725.1,120,662,998.66,Estimated (Region),5102,530.2563307
2021,4,North America,Model Y,4781,5355,80907.38,60,344,246.7,Estimated (Region),13185,386.8181838
2018,6,Europe,Cybertruck,9691,10853,88828.09,60,354,514.59,Official (Quarter),10577,860.8330202
2015,2,Asia,Model S,12347,12514,108471.17,82,464,859.35,Interpolated (Month),5238,1339.293536
2017,3,Europe,Model X,18358,19736,97573.42,120,664,1828.46,Official (Quarter),6296,1791.252844
2022,9,Middle East,Cybertruck,8801,9121,119417.11,120,671,885.82,Interpolated (Month),9906,1050.989985
2025,2,North America,Cybertruck,12396,12952,75141.48,82,480,892.51,Official (Quarter),10335,931.4537861
2025,6,North America,Model X,8118,8480,82937.9,82,454,552.84,Estimated (Region),3551,673.2898722
2021,1,Europe,Model Y,6006,6528,113282.45,120,679,611.71,Estimated (Region),11043,680.3743947
2016,9,Asia,Model 3,8273,9112,72757.28,120,701,869.91,Official (Quarter),3835,601.9209774
2022,4,Europe,Model 3,6584,6812,105856.02,100,578,570.83,Interpolated (Month),3069,696.9560357
2015,4,Europe,Model X,8458,9039,88193.18,120,716,908.39,Interpolated (Month),7633,745.9379164
2025,4,North America,Model X,8085,8158,66600.37,100,571,692.48,Official (Quarter),11766,538.4639915
2017,11,Asia,Model Y,12725,12726,110946.83,60,353,673.79,Official (Quarter),10527,1411.798412
2019,5,Europe,Model Y,11892,12905,69226.61,82,470,838.39,Interpolated (Month),7005,823.2428461
2023,9,Middle East,Cybertruck,7649,8709,104272.1,120,694,796.26,Interpolated (Month),11347,797.5772929
2016,8,Europe,Model X,14658,16528,89285.6,120,691,1519.3,Estimated (Region),4377,1308.748325
2015,12,Middle East,Model X,15316,17145,83706.56,75,416,955.72,Interpolated (Month),4502,1282.049673
2025,6,Middle East,Cybertruck,14633,14680,101705.69,100,597,1310.39,Official (Quarter),13347,1488.259362
2025,9,Asia,Model S,7957,8516,111167.38,60,331,395.07,Official (Quarter),13669,884.5588427
2015,6,Europe,Cybertruck,9777,10705,66810.19,82,454,665.81,Estimated (Region),4546,653.2032276
2017,7,Middle East,Model Y,14085,14963,80026.1,120,692,1462.02,Estimated (Region),11357,1127.167619
2022,12,Middle East,Model 3,4224,4317,95768.1,120,700,443.52,Estimated (Region),12025,404.5244544
2022,2,North America,Model 3,6869,7674,115156.54,75,421,433.78,Estimated (Region),9923,791.0102733
2015,9,North America,Model Y,7812,8720,81730.22,100,576,674.96,Estimated (Region),8289,638.4764786
2021,10,Europe,Model X,9106,9660,97568.63,60,332,453.48,Official (Quarter),10124,888.4599448
2018,11,Middle East,Model X,7086,7874,88267.41,75,445,472.99,Estimated (Region),9647,625.4628673
2016,1,Asia,Model X,10152,10455,97615.98,60,332,505.57,Official (Quarter),3367,990.997429
2024,12,North America,Model S,8547,8647,79830.61,120,716,917.95,Interpolated (Month),5612,682.3122237
2020,5,Middle East,Cybertruck,9728,10431,86422.65,120,718,1047.71,Interpolated (Month),14589,840.7195392
2021,5,North America,Model 3,8739,9597,65989.81,82,462,605.61,Interpolated (Month),6778,576.6849496
2023,8,Europe,Cybertruck,7527,8034,88063.37,100,555,626.62,Interpolated (Month),14185,662.852986
2024,5,Middle East,Cybertruck,15342,15732,50011.04,75,439,1010.27,Interpolated (Month),4333,767.2693757
2020,10,Europe,Model 3,7703,8579,92420.97,120,694,801.88,Official (Quarter),3642,711.9187319
2024,2,Europe,Cybertruck,7689,8468,73864.15,75,432,498.25,Estimated (Region),13086,567.9414493
2025,11,North America,Cybertruck,15743,16485,55926.89,120,687,1622.32,Interpolated (Month),11977,880.4570293
2016,10,Asia,Model X,10492,11662,85438.62,75,436,686.18,Interpolated (Month),3851,896.422001
2018,3,Asia,Model X,13571,15334,70260.77,120,688,1400.53,Official (Quarter),10432,953.5089097
2020,1,North America,Cybertruck,12259,13450,52050.96,100,580,1066.53,Official (Quarter),9114,638.0927186
2018,4,North America,Model 3,13029,13284,92419.79,100,592,1156.98,Interpolated (Month),3539,1204.137444
2019,6,North America,Cybertruck,11949,13109,58984.49,60,349,625.53,Official (Quarter),14789,704.805671
2025,6,Asia,Model X,9651,10848,51726.46,75,437,632.62,Official (Quarter),14189,499.2120655
2023,10,Middle East,Model X,4490,4791,109589.75,100,588,396.02,Official (Quarter),6457,492.0579775
2023,10,Asia,Model S,9602,10279,72016.23,60,351,505.55,Official (Quarter),12915,691.4998405
2025,11,Asia,Model 3,8454,8870,107424.15,60,335,424.81,Estimated (Region),8575,908.1637641
2021,8,Middle East,Cybertruck,9993,9998,66905.44,100,575,861.9,Interpolated (Month),7559,668.5860619
2016,12,Asia,Model 3,3988,4307,110897.84,120,667,399,Interpolated (Month),12486,442.2605859
2020,12,Asia,Model X,14723,15352,66744.78,60,353,779.58,Interpolated (Month),3676,982.6833959
2023,5,Asia,Model S,10226,11530,80384.98,75,447,685.65,Official (Quarter),10083,822.0168055
2023,4,Asia,Model X,8362,8893,75237.3,120,707,886.79,Official (Quarter),9288,629.1343026
2024,12,North America,Model Y,11479,12534,87170.22,100,584,1005.56,Interpolated (Month),10648,1000.626955
2018,4,Europe,Model 3,10049,10153,56291.38,100,580,874.26,Estimated (Region),7091,565.6720776
2022,11,North America,Model Y,7778,8204,115530.24,82,453,528.52,Official (Quarter),11080,898.5942067
2025,3,North America,Model 3,6581,6910,64552.18,60,354,349.45,Interpolated (Month),10494,424.8178966
2021,5,Middle East,Model S,15090,16520,67998.3,100,597,1351.31,Interpolated (Month),5037,1026.094347
2015,6,North America,Model S,8199,8753,59041.16,120,717,881.8,Estimated (Region),10274,484.0784708
2016,4,Middle East,Model S,12031,13690,84787.44,100,599,1080.99,Estimated (Region),13217,1020.077691
2017,1,Middle East,Model Y,8095,9052,112431.05,100,571,693.34,Estimated (Region),13919,910.1293498
2018,6,Middle East,Model 3,16782,18992,89051.16,75,448,1127.75,Interpolated (Month),3584,1494.456567
2021,1,Europe,Model 3,11739,13015,112633.34,75,416,732.51,Estimated (Region),14882,1322.202778
2019,7,North America,Model Y,13026,14158,61655.25,100,585,1143.03,Official (Quarter),5110,803.1212865
2016,2,North America,Model 3,8517,8725,77375.71,75,448,572.34,Estimated (Region),6097,659.0089221
2021,3,Middle East,Cybertruck,5611,6402,112445.2,100,576,484.79,Official (Quarter),9523,630.9300172
2024,3,Europe,Cybertruck,8489,8936,61697.01,82,452,575.55,Official (Quarter),7628,523.7459179
2018,5,North America,Model 3,14549,16062,99042.8,82,481,1049.71,Official (Quarter),13474,1440.973697
2017,7,North America,Model X,7576,8078,95452.56,82,489,555.7,Interpolated (Month),3768,723.1485946
2023,10,Middle East,Model Y,14734,15978,61356.07,100,565,1248.71,Interpolated (Month),13799,904.0203354
2015,9,Middle East,Cybertruck,6086,6274,50769.71,120,668,609.82,Official (Quarter),13800,308.9844551
2016,5,North America,Model X,10226,11707,80274.85,120,678,1039.98,Estimated (Region),9073,820.8906161
2020,1,Europe,Model Y,8304,8877,70039.59,75,421,524.4,Interpolated (Month),10742,581.6087554
2022,12,Middle East,Model X,11779,12668,112583.82,60,358,632.53,Interpolated (Month),12688,1326.124816
2025,11,Asia,Model Y,8686,8798,91471.18,120,705,918.54,Estimated (Region),5288,794.5186695
2022,7,North America,Model 3,8531,9379,73919.83,120,701,897.03,Interpolated (Month),3236,630.6100697
2017,10,North America,Model X,7030,7700,91951.15,82,458,482.96,Official (Quarter),11461,646.4165845
2018,5,Asia,Model X,11713,12376,54342.57,60,340,597.36,Estimated (Region),9071,636.5145224
2018,3,Europe,Model X,7221,7258,77433.74,82,479,518.83,Estimated (Region),5321,559.1490365
2023,6,Asia,Model X,13321,14199,70849.31,82,469,937.13,Estimated (Region),3854,943.7836585
2022,9,Asia,Cybertruck,9064,9252,102371.33,100,573,779.05,Official (Quarter),12395,927.8937351
2016,3,Asia,Model 3,15568,16533,58532.03,60,335,782.29,Estimated (Region),11173,911.226643
2015,8,North America,Model 3,16705,18976,93696.66,82,455,1140.12,Estimated (Region),14277,1565.202705
2023,9,North America,Model 3,8845,9670,96317.25,82,463,614.29,Estimated (Region),6840,851.9260763
2019,9,Middle East,Model S,10972,11213,61176.64,75,442,727.44,Interpolated (Month),10395,671.2300941
2020,1,Europe,Model X,12267,13257,85609.42,82,460,846.42,Estimated (Region),11937,1050.170755
2017,9,Middle East,Model X,10095,10441,91779.63,82,489,740.47,Estimated (Region),14149,926.5153649
2019,8,North America,Model Y,8798,9658,78363.8,75,434,572.75,Official (Quarter),4289,689.4447124
2025,7,Middle East,Model Y,9589,10815,67300.15,60,330,474.66,Official (Quarter),10430,645.3411383
2021,12,Europe,Model X,10220,10830,61910.68,75,422,646.93,Estimated (Region),6158,632.7271496
2017,5,Europe,Model Y,3928,4343,107198.97,75,432,254.53,Estimated (Region),14604,421.0775542
2017,2,Europe,Cybertruck,14501,16437,70118.67,60,341,741.73,Interpolated (Month),3697,1016.790834
2023,5,Middle East,Model S,11264,12716,99013.18,82,473,799.18,Estimated (Region),10314,1115.28446
2023,11,Europe,Cybertruck,15370,16023,94806.33,100,580,1337.19,Interpolated (Month),4841,1457.173292
2022,2,Asia,Model X,10212,11322,80523.38,120,697,1067.66,Official (Quarter),7086,822.3047566
2017,7,Europe,Model S,2321,2587,78676.97,120,699,243.36,Interpolated (Month),6122,182.6092474
2016,1,Europe,Model X,7412,7789,107037.76,60,332,369.12,Interpolated (Month),13737,793.3638771
2019,7,Europe,Cybertruck,4589,5205,57243.25,120,699,481.16,Official (Quarter),13883,262.6892743
2025,10,Europe,Model 3,7677,8705,119881.22,75,419,482.5,Official (Quarter),4444,920.3281259
2024,12,Middle East,Model S,6156,6299,94129.52,60,352,325.04,Interpolated (Month),13315,579.4613251
2021,11,Asia,Model S,4017,4053,72785.23,82,456,274.76,Interpolated (Month),11519,292.3782689
2019,11,North America,Model 3,9770,10883,64419.17,75,439,643.35,Official (Quarter),3253,629.3752909
2016,6,Europe,Model X,13711,15380,95953.5,82,456,937.83,Estimated (Region),7059,1315.618439
2024,12,North America,Model 3,9134,9485,57062.22,82,475,650.8,Estimated (Region),11158,521.2063175
2022,10,Asia,Cybertruck,8838,9805,106771.08,120,711,942.57,Official (Quarter),14899,943.642805
2015,2,Europe,Cybertruck,5325,5514,100975.14,82,466,372.22,Interpolated (Month),10587,537.6926205
2025,1,North America,Model 3,2960,3135,62589.11,82,462,205.13,Interpolated (Month),8460,185.2637656
